bhsa_node,french_tense
8938,passé_simp
8942,passé_simp
8998,
9021,
9057,imparfait
9075,
9097,
9144,passé_simp
9162,passé_comp
9200,passé_simp
9233,passé_simp
9300,
9308,
9321,
9329,
9339,passé_comp
9350,
9355,passé_comp
9368,
9434,
9438,
9441,
9452,passé_comp
9460,
9462,
9472,
9507,
9568,
9570,
9609,
9624,passé_simp
9629,
9637,
9652,
9662,
9665,
9680,
9698,passé_comp
9709,
9712,imparfait
9716,
9745,
9886,
9928,passé_comp
10050,passé_comp
10059,passé_comp
10077,
10084,
10086,passé_comp
10096,
10102,
10142,passé_comp
10161,
10169,passé_comp
10179,passé_simp
10231,passé_simp
10250,
10304,
10424,
10500,
10507,
10524,
10575,
10581,passé_comp
10589,
10631,passé_comp
10667,passé_comp
10704,passé_comp
10709,
10921,
10929,
10934,
10962,
11011,
11072,
11110,
11111,
11117,
11208,
11227,passé_comp
11237,
11241,passé_comp
11404,
11413,passé_comp
11421,
11429,
11452,
11501,
11534,imparfait
11543,passé_simp
11589,passé_comp
11622,passé_comp
11633,passé_comp
11694,
11724,passé_comp
11773,
11785,
11874,passé_comp
11973,passé_comp
12024,
12040,
12068,
12113,
12138,
12144,passé_simp
12171,passé_simp
12221,passé_comp
12314,
12401,
12456,
12465,
12504,passé_simp
12527,
12576,
12583,
12612,
12705,
12713,
12827,passé_simp
12911,passé_comp
12956,passé_simp
12991,
13048,passé_comp
13080,passé_comp
13108,
13126,imparfait
13161,
13169,passé_comp
13178,
13182,
13244,
13266,
13273,
13287,
13313,
13332,
13367,
13391,passé_simp
13401,
13466,passé_simp
13482,
13486,
13495,
13497,
13520,
13524,passé_comp
13582,
13586,passé_comp
13638,
13664,
13666,
13691,
13725,
13732,
13791,
13865,imparfait
13896,passé_simp
13913,
13939,passé_comp
13942,
13962,
13969,passé_comp
14012,passé_simp
14014,
14087,passé_comp
14132,
14142,
14152,passé_simp
14246,passé_comp
14257,passé_comp
14266,
14270,passé_comp
14276,
14288,passé_comp
14294,passé_comp
14302,passé_comp
14379,
14457,passé_comp
14476,
14568,passé_comp
14597,
14687,
14801,passé_comp
14804,passé_comp
14824,
14858,
14936,
15040,
15047,
15112,passé_simp
15126,
15275,
15337,
15396,
15402,
15406,
15513,
15515,passé_comp
15532,passé_comp
15562,passé_comp
15568,passé_simp
15586,passé_simp
15598,imparfait
15631,
15674,passé_comp
15678,passé_comp
15687,passé_simp
15707,passé_comp
15711,passé_comp
15720,
15746,
15768,
15851,
15878,passé_comp
15882,passé_comp
15903,passé_comp
15913,passé_comp
15924,passé_simp
15951,
15971,passé_simp
15995,passé_comp
16002,
16006,passé_comp
16013,
16017,passé_comp
16034,
16037,
16041,passé_comp
16047,
16247,
16289,
16312,passé_simp
16388,passé_comp
16400,passé_comp
16466,
16470,
16475,
16480,
16490,
16589,passé_comp
16601,passé_comp
16605,passé_comp
16642,
16645,passé_comp
16657,passé_comp
16670,passé_comp
16697,
16701,
16714,
16738,
16774,
16825,
16833,passé_simp
16846,
16859,
16867,
16883,
16892,
16906,passé_comp
16923,
16926,
16931,
16942,
16944,
16969,imparfait
16973,
16992,passé_simp
17005,
17027,passé_simp
17052,passé_simp
17076,
17079,passé_comp
17084,
17108,
17113,
17116,
17128,
17132,
17150,
17176,
17181,
17188,
17231,passé_comp
17281,passé_simp
17299,passé_comp
17306,
17351,
17456,passé_simp
17469,
17506,
17511,
17546,passé_comp
17632,
17643,passé_comp
17649,
17657,
17682,
17851,
17940,imparfait
17959,
17968,
17988,passé_comp
18023,passé_comp
18038,passé_simp
18067,
18130,passé_simp
18180,passé_comp
18203,passé_simp
18219,
18246,passé_comp
18258,passé_comp
18271,
18274,passé_comp
18383,passé_simp
18392,passé_simp
18396,passé_comp
18429,
18457,
18522,passé_simp
18524,
18530,
18554,imparfait
18570,
18590,passé_comp
18678,
18764,passé_simp
18772,
18932,passé_simp
18947,passé_simp
18956,
18978,passé_simp
18990,passé_simp
19008,passé_comp
19120,passé_comp
19163,passé_simp
19197,
19286,passé_comp
19311,
19321,
19341,
19390,
19397,passé_simp
19501,passé_simp
19517,
19558,passé_simp
19595,passé_simp
19600,passé_simp
19613,passé_simp
19646,
19659,
19667,imparfait
19721,
19749,
19756,
19924,passé_simp
20005,passé_comp
20182,
20211,imparfait
20232,imparfait
20242,imparfait
20269,passé_comp
20281,passé_simp
20285,passé_simp
20329,
20365,
20384,passé_simp
20475,
20479,
20534,passé_comp
20588,
20770,passé_comp
20787,
20789,
20834,
20971,imparfait
20990,imparfait
21010,
21085,
21087,
21092,
21104,
21120,imparfait
21210,passé_simp
21231,
21242,
21248,
21250,
21264,passé_comp
21272,
21285,
21304,passé_simp
21337,
21343,
21349,
21382,passé_comp
21391,passé_simp
21396,
21405,passé_simp
21418,
21435,
21485,
21492,passé_simp
21538,imparfait
21585,
21596,passé_comp
21609,passé_simp
21642,imparfait
21699,
21718,passé_comp
21725,passé_comp
21740,
21773,passé_comp
21780,passé_comp
21809,
21818,passé_comp
21891,imparfait
21921,
22045,passé_comp
22091,passé_comp
22093,
22156,
22160,
22184,
22193,
22196,
22208,
22336,passé_simp
22339,
22344,passé_simp
22528,
22559,
22581,passé_comp
22586,
22589,
22591,passé_comp
22596,
22624,passé_comp
22631,passé_comp
22700,
22733,
22735,imparfait
22808,
22862,
22869,
23092,
23233,
23249,
23264,passé_simp
23273,passé_simp
23283,passé_simp
23299,
23314,passé_simp
23317,passé_comp
23329,
23343,imparfait
23357,
23389,imparfait
23417,imparfait
23424,
23449,
23483,passé_simp
23488,imparfait
23503,
23553,
23570,
23578,
23591,
23599,passé_comp
23611,
23622,
23656,
23771,
23779,
23782,passé_comp
23796,
23807,
23816,imparfait
23912,
23931,passé_comp
23951,
23973,
24073,
24084,
24150,
24157,
24176,
24208,
24220,
24234,
24300,
24314,
24317,
24408,
24409,
24422,passé_simp
24475,
24491,passé_simp
24545,
24555,passé_comp
24581,passé_comp
24588,
24590,
24604,passé_comp
24610,
24649,
24687,passé_comp
24722,
24733,
24881,
24884,passé_simp
24888,passé_simp
24893,
24898,
24901,
24917,
24933,
24935,
24970,
24974,passé_comp
25038,
25043,
25089,
25092,
25113,
25125,passé_comp
25140,passé_comp
25182,passé_comp
25207,
25217,
25265,passé_comp
25317,
25320,
25333,
25336,
25396,passé_comp
25454,imparfait
25472,passé_simp
25506,passé_simp
25512,
25531,passé_comp
25544,
25550,passé_comp
25595,passé_comp
25628,passé_comp
25631,passé_comp
25709,
25727,imparfait
25741,passé_simp
25747,passé_simp
25752,
25807,
25862,passé_simp
25871,passé_simp
25882,passé_simp
25951,imparfait
25961,
25969,
26083,
26096,
26120,passé_simp
26220,passé_simp
26275,
26304,passé_simp
26339,passé_simp
26364,
26403,
26416,passé_simp
26422,passé_simp
26499,passé_comp
26509,
26518,passé_comp
26533,
26576,passé_comp
26589,
26624,passé_comp
26659,passé_comp
26682,
26736,
26742,
26786,
26886,
26899,
26965,
26975,
27031,passé_simp
27036,
27050,
27067,passé_simp
27081,imparfait
27087,passé_simp
27097,passé_comp
27149,
27186,
27245,
27348,
27410,passé_comp
27426,passé_simp
27468,passé_comp
27483,
27508,imparfait
27511,
27572,
27588,passé_comp
27687,
27689,
27760,passé_comp
27767,
27825,passé_comp
27829,
27831,
27852,
27857,passé_comp
27866,passé_comp
27892,
27893,
27894,
27931,
27975,
27981,
28017,
28050,
28103,
28143,
28153,passé_simp
28194,
28208,passé_comp
28216,passé_comp
28225,passé_comp
28320,
28332,passé_comp
28341,passé_comp
28368,passé_comp
28404,passé_simp
28470,passé_comp
28485,
28501,
28542,
28558,
28567,passé_comp
28586,passé_comp
28629,
28633,imparfait
28692,passé_simp
28720,passé_comp
28777,
28804,
28822,
28845,
28951,imparfait
29007,passé_simp
29010,
29030,
29082,
29143,
29326,passé_comp
29398,passé_comp
29412,passé_comp
29422,
29497,
29505,passé_comp
29513,
29528,
29561,
29563,
29626,imparfait
29699,imparfait
29754,
29764,
29774,passé_comp
29779,
29833,passé_comp
29837,passé_comp
29892,
29926,passé_comp
29952,passé_comp
29975,passé_comp
29999,
30009,
30070,passé_comp
30089,
30186,
30242,
30295,
30399,passé_comp
30453,
30574,
30623,
30647,
30708,
30746,
30753,
30774,
30793,imparfait
30800,
30809,passé_simp
30818,
30845,
30859,passé_comp
31013,
31071,
31079,
31192,passé_comp
31218,
31226,
31230,passé_comp
31237,
31246,
31298,
31302,
31316,passé_comp
31321,
31394,passé_comp
31423,passé_simp
31465,
31683,passé_simp
31708,
31742,passé_simp
31790,
31885,
31889,passé_simp
31952,
32010,passé_simp
32014,
32024,
32051,
32064,passé_comp
32079,
32083,
32186,
32227,passé_simp
32234,imparfait
32263,passé_simp
32267,
32278,
32295,imparfait
32324,
32564,
32600,imparfait
32609,passé_simp
32613,
32671,passé_simp
32691,passé_simp
32718,passé_simp
32722,
32746,
32876,
33002,passé_simp
33017,passé_simp
33033,
33138,passé_simp
33146,
33158,passé_simp
33240,imparfait
33253,imparfait
33271,passé_simp
33275,
33297,
33338,passé_comp
33360,passé_comp
33392,
33449,passé_simp
33461,passé_simp
33520,passé_simp
33549,
33557,
33585,passé_simp
33594,passé_simp
33604,passé_simp
33619,
33684,
33698,
33714,
33742,passé_simp
33748,
33773,passé_simp
33779,
33794,passé_comp
33818,passé_comp
33825,
33843,
33850,
33924,
33972,
34088,passé_comp
34101,passé_simp
34118,
34123,
34146,imparfait
34180,
34185,passé_simp
34212,
34267,passé_simp
34282,passé_simp
34324,imparfait
34330,passé_simp
34341,imparfait
34416,passé_simp
34442,passé_comp
34530,
34578,
34659,passé_simp
34677,passé_simp
35066,
35273,
35301,passé_comp
35315,passé_comp
35330,
35337,passé_simp
35346,passé_simp
35430,
35451,
35471,passé_simp
35488,passé_simp
35524,passé_simp
35539,
35546,
35548,
35553,
35560,
35567,
35594,passé_simp
35735,
35743,passé_simp
35752,passé_simp
35801,passé_comp
35811,passé_comp
35850,passé_comp
35919,passé_comp
35948,
35975,passé_comp
36038,passé_comp
36048,imparfait
36098,passé_comp
36112,passé_simp
36121,
36146,passé_simp
36161,
36274,
36309,
36325,
36327,
36339,passé_simp
36401,imparfait
36433,
36441,
36453,
36497,
36641,passé_simp
36839,passé_simp
36846,passé_simp
36896,
36936,
36940,passé_comp
36970,passé_comp
36977,
36983,
37014,passé_comp
37016,passé_comp
37020,passé_comp
37025,
37037,
37040,
37042,passé_comp
37065,
37069,passé_comp
37074,passé_comp
37075,
37081,
37085,passé_comp
37089,passé_comp
37096,passé_comp
37120,passé_comp
37130,passé_comp
37134,passé_comp
37143,passé_comp
37165,passé_comp
37205,
37209,passé_comp
37235,passé_simp
37242,passé_simp
37253,passé_comp
37284,passé_simp
37291,passé_simp
37319,passé_comp
37420,
37502,
37580,passé_comp
37602,passé_simp
37613,
37657,passé_simp
37698,imparfait
37709,
37718,
37757,
37764,imparfait
37769,imparfait
37782,passé_simp
37826,imparfait
37850,
37887,
37891,passé_simp
37895,
37936,passé_simp
37944,passé_simp
37952,
37961,passé_comp
38025,
38041,
38079,
38095,passé_comp
38109,passé_comp
38190,
38242,
38349,
38361,passé_simp
38400,imparfait
38489,
38498,
38525,
38527,
38612,
38627,
38642,
38647,
38657,passé_comp
38667,passé_comp
38676,
38689,imparfait
38799,
38994,
39070,passé_simp
39095,passé_simp
39119,
39121,passé_comp
39195,
39207,
39437,
39442,
39549,
39610,
39754,passé_comp
39780,passé_comp
39900,passé_comp
39921,passé_simp
39940,passé_comp
39945,passé_comp
39999,
40083,
40136,
40142,
40197,
40201,
40567,passé_comp
40599,
40627,passé_comp
40738,
40794,
40796,passé_comp
40806,
40845,
40859,
40869,
40919,
41162,
41169,
41232,passé_comp
41263,passé_comp
41271,passé_comp
41362,passé_comp
41604,
41670,
41731,
41750,
41773,
41821,passé_simp
41858,passé_comp
41878,
43196,
43472,
43767,
45134,
45137,
45256,
45310,passé_comp
45506,
46168,passé_comp
46230,
46245,
46252,
46349,passé_comp
46464,passé_comp
46479,passé_comp
46509,imparfait
46539,passé_comp
46544,
46546,passé_comp
46602,
46653,
46656,
46660,
46666,
46667,passé_comp
46683,
46692,
46736,
46754,passé_comp
46790,
46810,passé_comp
46825,
46910,imparfait
46944,imparfait
46954,
46972,passé_comp
46979,
46991,
47015,passé_comp
47020,
47022,passé_comp
47055,
47084,
47171,passé_comp
47191,passé_comp
47216,passé_comp
47224,
47238,passé_comp
47261,imparfait
47266,
47282,
47290,passé_comp
47362,passé_simp
47561,
47568,
47569,passé_comp
47574,passé_comp
47582,passé_comp
47629,passé_comp
47667,
47670,passé_comp
47786,imparfait
47793,
47865,
47951,passé_comp
47988,
48145,passé_comp
48156,passé_comp
48316,
48334,passé_simp
48338,
48375,imparfait
48377,
48394,imparfait
48424,passé_simp
48433,
48484,
48516,passé_comp
48568,
48651,
48833,
48838,
48841,
48868,passé_simp
48883,
48892,imparfait
48911,passé_simp
48918,passé_simp
48925,
48934,passé_simp
48942,passé_simp
48966,
48971,passé_simp
48978,passé_simp
49020,
49030,imparfait
49037,passé_simp
49050,passé_comp
49114,
49125,
49172,
49192,
49209,
49216,
49237,
49250,imparfait
49298,passé_comp
49334,imparfait
49371,
49412,passé_simp
49432,passé_simp
49446,passé_simp
49455,passé_simp
49505,passé_simp
49561,passé_simp
49638,passé_simp
49662,passé_simp
49698,passé_simp
49726,passé_simp
49732,passé_simp
49758,passé_simp
49841,passé_simp
49846,passé_simp
49874,
50035,passé_simp
50058,passé_simp
50087,
50155,
50217,passé_simp
50229,
50324,imparfait
50344,
50368,
50394,passé_simp
50467,
50500,passé_simp
50563,passé_simp
50580,
50796,
50819,passé_simp
50823,
50984,passé_simp
51069,passé_simp
51088,
51141,passé_simp
51147,
51169,
51203,
51228,
51230,passé_simp
51361,passé_simp
51453,
51534,
51586,
51623,
51641,
51646,passé_simp
51829,
51834,passé_simp
51850,
51854,
51857,
52086,passé_comp
52109,
52113,passé_simp
52131,
52176,
52231,
52263,
52292,
52316,
52334,passé_simp
52351,
52400,
52440,
52446,imparfait
52454,imparfait
52461,imparfait
53558,passé_comp
53819,passé_comp
53940,
53972,passé_comp
54001,
54005,passé_comp
54108,
54112,passé_comp
54123,passé_comp
54172,
54287,passé_comp
54303,
54305,
54360,
54389,
54407,
54418,passé_comp
54448,
54528,passé_comp
54550,
54600,passé_comp
54658,passé_comp
54703,
54731,passé_comp
54735,
54742,
54774,
54778,passé_comp
54811,
54817,
54823,
54830,
55097,passé_comp
55285,passé_comp
55448,passé_comp
55929,
55965,
55972,
56016,passé_simp
56091,
56112,passé_comp
56207,
56290,
56338,
56389,passé_simp
56400,
56437,
56462,passé_simp
56486,
56621,passé_simp
56703,
56708,
56785,passé_comp
56828,passé_comp
56834,
56861,
56872,
56884,passé_simp
56958,
56964,
56987,
57029,passé_comp
57069,
57092,passé_simp
57097,
57109,passé_simp
57141,imparfait
57299,
57307,
57410,
57434,
57495,
57535,passé_comp
57613,
57669,
57695,passé_comp
57731,passé_comp
57739,
57743,
57759,
57773,passé_comp
57789,
57804,passé_comp
57813,passé_comp
57942,
58928,passé_comp
58966,
58990,
58994,
59020,
59025,
59070,
59106,
59166,
59178,
59231,passé_comp
59285,
59297,passé_comp
59345,
59379,passé_comp
59396,
59463,
59576,
59581,
59627,
59667,
59688,
59694,
59696,
59731,passé_comp
59947,
60026,
60073,
60082,
60098,
60103,passé_comp
60245,passé_comp
61019,passé_comp
61116,
61162,
61223,passé_comp
61272,passé_comp
61307,
61326,passé_comp
61542,
61547,
61700,
62062,passé_comp
62356,passé_comp
62369,passé_comp
62521,passé_comp
62736,
62820,passé_comp
63004,
63033,passé_comp
63066,
63084,passé_comp
63254,passé_comp
63273,passé_comp
63414,passé_comp
63698,passé_comp
63753,passé_comp
63775,
63813,
63921,
64120,
64124,
64132,
64160,passé_comp
64167,
64337,
64375,
64454,
64587,passé_comp
64618,
64634,passé_comp
64646,passé_comp
64743,passé_comp
64759,
64762,
64784,
64795,passé_comp
64811,passé_comp
64856,passé_comp
64883,passé_comp
64927,passé_comp
65018,
65489,
66753,
67085,
67155,passé_simp
67158,
67637,
67646,
67846,
67908,
67961,
68019,
68041,
68085,
68139,
68335,
68725,imparfait
68816,passé_comp
68821,passé_comp
68891,passé_comp
68895,passé_comp
68907,
68910,
68927,
68953,passé_simp
69096,
69342,
69421,imparfait
69601,passé_simp
69785,
69793,imparfait
69821,
70231,
70246,imparfait
70290,
70422,
70427,passé_simp
70877,
70884,
70895,
70900,imparfait
70905,imparfait
70920,passé_simp
70949,
70974,imparfait
71090,
71123,passé_comp
71173,
71528,
71601,
71735,passé_simp
71768,
72516,
72584,
72638,
72652,
72705,
72720,
72788,
72793,passé_simp
72833,passé_comp
72848,passé_comp
72948,
72956,
72968,
72970,
72981,
73105,
73111,
73127,passé_comp
73132,
73298,
73331,
73587,passé_comp
73621,
74020,passé_simp
74037,passé_simp
74056,passé_simp
74202,passé_simp
74208,passé_simp
75281,passé_simp
75285,
75306,
75311,
75524,passé_comp
75549,passé_comp
75623,
75631,passé_simp
75659,passé_simp
75678,
75686,passé_simp
75844,
75849,passé_simp
75856,
75863,imparfait
76003,
76022,
76070,passé_simp
76259,imparfait
76446,passé_simp
76669,
76681,
76707,
76846,
76856,
76870,
76922,imparfait
76933,imparfait
76989,passé_simp
76996,
77002,
77018,passé_comp
77027,passé_comp
77046,passé_comp
77097,
77119,
77178,passé_comp
77188,
77233,passé_comp
77247,
77265,
77368,imparfait
77397,
77469,passé_simp
77528,passé_simp
77548,passé_simp
77572,
77580,passé_simp
77602,
77606,
77614,
77620,
77724,
77741,passé_simp
77774,passé_comp
77777,
77814,
77847,passé_simp
77853,passé_simp
77994,passé_simp
78149,
78188,passé_simp
78196,passé_simp
78250,
78255,passé_comp
78287,
78343,
78345,
78363,
78373,passé_comp
78387,passé_comp
78394,
78411,imparfait
78449,imparfait
78460,imparfait
78526,imparfait
78540,passé_comp
78551,
78588,
78611,passé_simp
78642,passé_comp
78669,
78687,passé_comp
78701,
78737,passé_comp
78757,
78772,
78813,passé_comp
78827,
78854,passé_comp
78869,
78878,passé_comp
78890,
78903,passé_comp
78959,passé_comp
78970,
78996,
79005,passé_comp
79024,
79037,passé_comp
79072,passé_comp
79097,
79126,
79171,imparfait
79221,
79224,
79269,passé_comp
79293,imparfait
79663,passé_comp
79670,
79680,
79693,passé_comp
79742,passé_comp
79866,passé_comp
79870,passé_comp
79921,
79969,
80049,
80216,
80291,
80316,
80350,
80353,passé_comp
80568,passé_simp
80586,passé_comp
80616,
80643,passé_comp
80718,
80722,
80729,passé_simp
80774,passé_comp
80793,
80816,
80857,
80879,
80901,passé_simp
80970,passé_comp
80977,
80985,
80995,
81057,
81200,imparfait
81269,
81273,passé_simp
81283,
81284,passé_comp
81286,
81298,
81419,
81480,
81491,
81556,
81588,
81717,
81770,passé_comp
81835,
81843,passé_comp
81877,
82021,
82041,
82288,
82301,
82408,
82488,
82492,
82566,imparfait
82590,
82599,
82616,
82722,
82784,
82804,
82810,passé_simp
82828,
82832,
82838,passé_comp
83019,
83025,
83066,
83114,
83135,imparfait
83225,
83241,
83277,
83279,
83336,
83378,passé_simp
83386,passé_simp
83433,
83450,
83475,passé_comp
83477,passé_comp
83551,passé_simp
83633,
83662,passé_comp
83669,passé_comp
83678,passé_comp
83681,passé_comp
83695,passé_comp
83764,passé_comp
83778,passé_comp
83800,
83829,
83907,passé_comp
83911,
83946,
84021,passé_comp
84079,
84096,
84119,
84209,passé_comp
84396,
84399,
84410,passé_comp
84419,
84431,
84442,
84483,
84491,passé_comp
84495,passé_comp
84512,
84519,
84522,
84529,
84532,imparfait
84544,
84579,
84605,
84612,
84625,passé_comp
84712,
84762,passé_comp
84824,
84830,
84853,
84875,
84880,
84883,
84994,
85021,passé_comp
85032,
85039,
85045,
85084,
85126,
85198,
85212,imparfait
85222,passé_simp
85282,
85289,
85296,passé_comp
85336,
85337,
85368,passé_comp
85371,
85382,passé_comp
85387,
85402,
85404,
85494,
85617,passé_simp
85707,passé_simp
85805,passé_comp
85820,
85846,
85861,
85913,passé_comp
85999,passé_comp
86071,passé_simp
86117,passé_simp
86348,
86393,passé_simp
86754,passé_simp
86765,
86826,
86833,
86848,
86862,imparfait
86872,
86880,
86890,imparfait
86957,passé_comp
86964,
86979,passé_comp
86983,
87110,
87132,
87147,
87152,
87309,
87338,
88554,
88574,passé_comp
88623,passé_comp
88638,
88644,
88655,passé_comp
88665,
88681,
88699,
88722,
88736,
88745,
88747,
88760,
88770,
88795,
88835,
88838,
88858,passé_simp
88986,
88998,passé_simp
89023,passé_simp
89049,passé_simp
89060,passé_simp
89162,passé_comp
89167,
89215,
89289,passé_comp
89503,
89515,
89549,
89652,
89662,passé_simp
89740,
89767,passé_comp
89778,
89788,
89827,
89852,
89889,imparfait
89957,passé_comp
89973,passé_comp
90025,
90029,passé_comp
90064,imparfait
90098,passé_comp
90108,
90121,
90151,
90212,
90249,
90329,
90482,
90580,
90609,passé_simp
90643,passé_simp
90655,passé_simp
90674,
90722,passé_simp
90737,
90745,imparfait
90879,
91312,passé_comp
91392,passé_comp
91622,passé_comp
91635,passé_comp
91655,passé_comp
91664,passé_comp
91802,passé_simp
92140,
92157,
92174,
92202,
92211,
92239,
92241,
92310,
92322,passé_comp
92481,passé_comp
92547,passé_comp
92563,
92650,
92737,
92742,passé_simp
92768,passé_simp
92785,passé_simp
92803,passé_simp
92855,passé_simp
92863,
92897,passé_simp
92899,
92909,
92969,
92982,passé_comp
93018,
93043,
93077,
93200,
93207,
93218,passé_comp
93229,passé_comp
93241,
93342,
93361,passé_comp
93378,
93399,
93422,passé_comp
93433,
93435,passé_comp
93449,passé_comp
93530,passé_comp
93548,passé_comp
93555,
93560,passé_comp
93591,
93599,
93630,
93640,passé_comp
93681,
93730,
93736,
93748,passé_comp
93760,
93828,
93855,passé_comp
93860,passé_comp
93876,passé_comp
93929,passé_comp
93937,imparfait
93964,
93982,passé_comp
93988,passé_comp
94008,passé_comp
94013,
94035,
94042,
94056,passé_simp
94106,passé_comp
94114,imparfait
94145,
94154,
94184,passé_simp
94196,passé_comp
94291,passé_comp
94322,
94329,passé_comp
94352,
94419,passé_comp
94424,passé_comp
94431,passé_comp
94451,
94454,
94459,
94470,
94482,
94518,passé_comp
94532,passé_comp
94562,passé_comp
94576,
94580,
94615,
94637,passé_comp
94705,
94737,passé_comp
94756,passé_comp
94774,passé_comp
94796,passé_comp
94826,passé_comp
94838,
94894,passé_comp
94919,
94928,
94959,passé_comp
94964,passé_comp
94978,passé_comp
95021,
95080,
95217,passé_comp
95226,
95229,passé_comp
95246,passé_comp
95253,passé_comp
95355,
95375,passé_comp
95459,passé_comp
95474,passé_comp
95506,passé_comp
95511,
95598,passé_comp
95612,passé_comp
95636,
95697,
95706,passé_comp
95745,
95880,
95889,passé_comp
95897,passé_comp
95915,
95925,
95928,
95939,
95945,
95981,passé_comp
95990,
96006,
96015,
96022,passé_comp
96030,passé_comp
96206,passé_simp
96222,passé_simp
96251,
96346,
96354,
96373,
96401,
96408,
96418,
96527,passé_comp
96580,
96599,passé_comp
96616,passé_comp
96677,passé_comp
96698,
96737,
96748,passé_comp
96757,passé_comp
96795,
96845,passé_comp
96854,
96856,
96859,
96931,
96945,passé_comp
96973,
97034,
97132,passé_comp
97151,
97159,
97165,
97171,
97183,
97239,passé_comp
97254,passé_comp
97278,passé_comp
97291,
97309,passé_comp
97318,imparfait
97352,passé_comp
97365,
97417,
97541,
97566,passé_comp
97592,
97595,
97701,passé_comp
97731,passé_comp
97765,
97819,passé_comp
97833,
97852,passé_comp
98019,passé_comp
98030,
98065,
98068,
98093,
98099,
98203,passé_comp
98302,imparfait
98321,passé_comp
98347,
98373,
98430,
98433,passé_comp
98468,
98487,
98539,passé_comp
98579,passé_comp
98591,passé_comp
98603,
98609,passé_comp
98632,
98647,
98651,
98672,
98695,passé_comp
98716,passé_comp
98719,
98722,
98728,
98729,passé_comp
98738,passé_comp
98797,
98801,passé_comp
98805,
98811,
98845,
98849,
98854,passé_comp
98865,
98874,
98893,
98912,passé_comp
98916,
98930,
98955,
98974,
98984,
98988,
98992,
99014,passé_comp
99016,
99035,passé_comp
99039,
99074,
99087,
99093,passé_comp
99105,
99120,
99150,imparfait
99157,
99201,
99235,passé_comp
99241,
99246,passé_simp
99251,passé_simp
99263,passé_simp
99279,
99311,passé_comp
99324,
99330,passé_comp
99355,
99378,passé_comp
99457,passé_comp
99536,
99559,passé_comp
99571,
99576,
99581,passé_comp
99617,
99621,
99643,passé_comp
99657,passé_comp
99667,passé_comp
99687,passé_comp
99701,passé_comp
99712,passé_comp
